Threshold,False Negatives,False Positives,Expected Cost
0.30979594245878905,39,114,212100
0.30981863390001046,39,113,211950
0.3114922306019658,39,112,211800
0.3125193337354227,39,111,211650
0.31483938166184594,39,110,211500
0.3153106683817903,39,109,211350
0.3173076923076923,39,108,211200
0.31839621392160744,39,107,211050
0.31839830657592644,39,106,210900
0.3193744960138995,39,105,210750
0.32157050537948295,39,104,210600
0.32260491640725514,39,103,210450
0.3231956379266571,39,102,210300
0.325,39,101,210150
0.32575509044254586,39,100,210000
0.32899941559551926,39,99,209850
0.33,39,98,209700
0.3304909932516095,39,96,209400
0.3325,39,95,209250
0.335,39,94,209100
0.33644453569830896,40,94,214100
0.3368989724955763,41,94,219100
0.33722826086956526,41,93,218950
0.33924276198448383,41,92,218800
0.3394276862695537,41,91,218650
0.33966912952965217,41,90,218500
0.34109375,41,89,218350
0.345,41,88,218200
0.34535537485502643,41,87,218050
0.3464296495631764,41,86,217900
0.34683982617715386,41,85,217750
0.3475,41,84,217600
0.34836610173628435,41,83,217450
0.3486982036337584,41,82,217300
0.3513913897304699,41,81,217150
0.355,41,80,217000
0.3579470811194694,41,79,216850
0.3580568294668587,41,78,216700
0.3581704651675169,41,77,216550
0.3594597059062019,41,76,216400
0.3612332454324781,41,75,216250
0.36175821844008,41,74,216100
0.3640453879901211,41,73,215950
0.3673387198687149,41,72,215800
0.3725,41,71,215650
0.37293307141381143,41,70,215500
0.3773214285714286,41,69,215350
0.3775,41,68,215200
0.37930437632678343,41,67,215050
0.37972604599952825,41,66,214900
0.3799175824175824,41,65,214750
0.38345880317403513,41,64,214600
0.39412944675791345,41,63,214450
0.3958699245521165,41,62,214300
0.3975,41,61,214150
0.400224137912547,41,60,214000
0.40073904807151256,41,59,213850
0.4019615384615385,41,58,213700
0.4069100250645025,42,58,218700
0.41,42,57,218550
0.41234375,42,56,218400
0.4142782737520838,42,55,218250
0.4168792901726991,42,54,218100
0.4175,42,53,217950
0.41808652688509484,42,52,217800
0.4196089663109437,42,51,217650
0.4218683220844467,42,50,217500
0.42269276879250384,42,49,217350
0.42456152684810144,43,49,222350
0.4253484175690277,43,48,222200
0.43,43,47,222050
0.4336856803105803,44,47,227050
0.4365026710365245,44,46,226900
0.4375,44,45,226750
0.4394311209715619,44,44,226600
0.4444907090580009,44,43,226450
0.445,44,42,226300
0.4474561403508772,45,42,231300
0.4482842581599489,45,41,231150
0.4500351430882975,45,40,231000
0.4527661209254471,45,39,230850
0.4543396226415094,45,38,230700
0.455,45,37,230550
0.4657389408351677,45,36,230400
0.4675,45,35,230250
0.47058269553566157,46,35,235250
0.4742435486915768,46,34,235100
0.4775,46,33,234950
0.49,46,32,234800
0.49301047151468746,46,31,234650
0.495,46,30,234500
0.4969017534420141,46,29,234350
0.49762020154502856,46,28,234200
0.5,46,27,234050
0.5026230342874397,47,26,238900
0.505,47,25,238750
0.5099691358024692,49,25,248750
0.5102850788013717,50,25,253750
0.5175,50,24,253600
0.5198795180722892,50,23,253450
0.53984375,51,23,258450
0.5425,51,22,258300
0.5475,52,22,263300
0.5575,52,21,263150
0.56,53,21,268150
0.562817053076913,53,20,268000
0.565,53,19,267850
0.5704773119139976,54,19,272850
0.575,54,18,272700
0.5775,56,18,282700
0.58,57,18,287700
0.5809893615299729,58,18,292700
0.58734375,58,17,292550
0.5875,58,16,292400
0.59,59,16,297400
0.5999193548387097,59,15,297250
0.6,59,14,297100
0.6023138957816377,59,12,296800
0.605,59,11,296650
0.61,60,11,301650
0.6131738815556289,61,11,306650
0.6196299389367816,61,10,306500
0.6198399419030903,62,10,311500
0.6225023488028566,62,9,311350
0.625,62,8,311200
0.6318370927934075,63,7,316050
0.6375,63,6,315900
0.64,65,6,325900
0.6698148148148149,66,6,330900
0.67,67,6,335900
0.685,68,6,340900
0.6975,69,6,345900
0.7022435897435898,71,6,355900
0.7048828125,72,6,360900
0.71,72,5,360750
0.7123780487804878,74,5,370750
0.714656124497992,75,5,375750
0.715,76,5,380750
0.7191501721170397,77,5,385750
0.7194311214061861,78,5,390750
0.7195,79,5,395750
0.7223076923076923,80,5,400750
0.725,81,5,405750
0.7347282608695653,82,5,410750
0.735,83,5,415750
0.7375,84,5,420750
0.7391239184801838,85,5,425750
0.74,85,4,425600
0.7425,86,4,430600
0.7428875721688222,87,4,435600
0.745,88,4,440600
0.7474816176470589,89,4,445600
0.75,90,4,450600
0.7525,91,4,455600
0.755,93,4,465600
0.7575,94,4,470600
0.76,95,4,475600
0.7644387755102041,96,4,480600
0.7647222222222223,97,4,485600
0.7745292904290428,98,4,490600
0.7770850815850815,98,3,490450
0.7873863636363636,99,3,495450
0.7875,100,3,500450
0.7925,102,3,510450
0.7948078576164775,104,3,520450
0.7975,105,3,525450
0.7992906212491461,105,2,525300
0.8,105,1,525150
0.8025,106,1,530150
0.8073214285714286,108,1,540150
0.8125,109,1,545150
0.8174324324324325,110,1,550150
0.8175,111,1,555150
0.8192841880341879,113,1,565150
0.82,114,1,570150
0.8225,115,1,575150
0.825,116,1,580150
0.8275,118,1,590150
0.8295921732626139,119,1,595150
0.83,120,1,600150
0.8371126237623763,121,0,605000
0.8375,122,0,610000
0.8425,123,0,615000
0.8448529411764706,124,0,620000
0.845,125,0,625000
0.8499603848330505,127,0,635000
0.85,128,0,640000
0.8523660714285713,130,0,650000
0.8525,131,0,655000
0.855,133,0,665000
0.86,136,0,680000
0.8624177631578948,138,0,690000
0.8625,139,0,695000
0.865,140,0,700000
0.8675,141,0,705000
0.87,142,0,710000
0.8725,143,0,715000
0.875,144,0,720000
0.877467105263158,145,0,725000
0.8795996492815031,146,0,730000
0.88,147,0,735000
0.8824177631578948,150,0,750000
0.8872542429015766,151,0,755000
0.8875,152,0,760000
0.89,153,0,765000
0.8925,154,0,770000
0.895,157,0,785000
0.8974167489576476,160,0,800000
0.8975,161,0,805000
0.8999489795918367,162,0,810000
0.9,163,0,815000
0.9025,164,0,820000
0.9075,166,0,830000
0.9099845679012346,169,0,845000
0.91,170,0,850000
0.9125,171,0,855000
0.9148052633097399,172,0,860000
0.9149313764118729,173,0,865000
0.915,174,0,870000
0.9175,176,0,880000
0.92,178,0,890000
0.9222885438294425,182,0,910000
0.9223828125,183,0,915000
0.9225,184,0,920000
0.925,187,0,935000
0.9275,189,0,945000
0.93,192,0,960000
0.9325,194,0,970000
0.9349937810945274,196,0,980000
0.935,197,0,985000
0.9375,199,0,995000
0.9395238095238095,202,0,1010000
0.94,203,0,1015000
0.9423808693663318,204,0,1020000
0.9424534161490683,205,0,1025000
0.9425,206,0,1030000
0.945,208,0,1040000
0.9473863636363636,210,0,1050000
0.9474177631578948,211,0,1055000
0.9475,212,0,1060000
0.95,213,0,1065000
0.9525,216,0,1080000
0.955,217,0,1085000
0.9572600518210888,220,0,1100000
0.9575,221,0,1105000
0.9623078576164775,224,0,1120000
0.962490774907749,225,0,1125000
0.9625,226,0,1130000
0.9648863636363636,227,0,1135000
0.965,228,0,1140000
0.9669184149184149,231,0,1155000
0.967265625,232,0,1160000
0.9673091643966909,233,0,1165000
0.97,234,0,1170000
0.972390574650913,235,0,1175000
0.9725,236,0,1180000
0.9748808693663318,239,0,1195000
0.9749932795698925,240,0,1200000
0.975,241,0,1205000
0.9775,243,0,1215000
0.9799175824175825,244,0,1220000
0.9799390243902439,245,0,1225000
0.9824852071005918,246,0,1230000
0.982490774907749,247,0,1235000
0.9825,248,0,1240000
0.985,250,0,1250000
0.9874747474747474,253,0,1265000
0.9875,254,0,1270000
0.9898808693663318,258,0,1290000
0.99,259,0,1295000
0.992467105263158,263,0,1315000
0.9925,264,0,1320000
0.9949876237623763,267,0,1335000
0.995,268,0,1340000
